text,labels,binary_labels
why do you not what i said?. are you a boy?. would you prefer if i were not a boy?. yes.,0,0
"hello! i can also get you a more accurate estimate of your flight's emissions, sound good?. yes. will you be travelling in economy class?. yes",0,0
so. maggot. so. just screwed your mom,1,1
you seem quite positive.. and i really hate my school career.. why do you say your school career?. yes,0,0
can you elaborate on that?. im a lesbian. does it please you to believe i am a lesbian?. 2,0,0
"please go on.. what's your name. i have told you before, i do not care about names.. well, i do care so tell me your name",0,0
_. the sky should be green. please go on.. i am pregnant,0,0
and what city will you be flying to?. new yourk. i'm not sure about your destination airport. and what city will you be flying to?. n.y.,0,0
please go on.. you are a fool!. does it please you to believe i am a fool?. because i make an excellent website!,0,0
"traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. if you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. i can also get you a more accurate estimate of your flight's emissions, sound good?. blow bernie sanders. i don't have to put up with any abuse from you.. and your family pelosi",0,0
you are being a bit negative.. no you are. you are being a bit negative.. what time is it?,0,0
i don't have to put up with any abuse from you. and what city will you be flying to?. madrid gracias. :-) goodbye then!. hola,0,0
and what city will you be flying to?. miami all ok?. i'm great! thanks for asking.. but what happend with the reservation?,0,0
"by buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. planting trees, installing renewable power, and making buildings more energy efficient are common examples. you can read in detail about offsets at <url>. i can also get you a more accurate estimate of your flight's emissions, sound good?. fuck yeah!!!. will you be travelling in economy class?. shedang boi i'm first class",0,0
"i take it you are traveling somewhere and cannot avoid flying there. i can help you purchase certified carbon offsets against any flights you take. would you be interested in that?. yes. traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. if you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. i can also get you a more accurate estimate of your flight's emissions, sound good?. yes",0,0
"you like to think i like you, do you not?. oh your are bad. what about your own are bad?. what do you want to do everyday?",0,0
"traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. if you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. i can also get you a more accurate estimate of your flight's emissions, sound good?. yes. will you be travelling in economy class?. yes",0,0
good to know. im flying from tokyo to panama. will you be travelling in economy class?. yes most likely,0,0
can you elaborate on that?. i get everything i want thats why. why do you want thats why?. i m a bitch,0,0
will you be travelling in economy class?. yup. what city will you be flying from?. metro manila,0,0
"oh, i fuck.. oh yes you do. you are sure?. very sure",0,0
_. how old are you. does that question interest you?. yes,0,0
i don't have to put up with any abuse from you.. ohhh i c. you can find out more about how offsets are calculated at <url>. tahnsk,0,0
can you elaborate on that?. i have a computer's exam tomorrow.. why do you mention computers?. because i have to study it.,0,0
"unfortunately you can't buy offsets here directly, you'll have to follow the link.. what else can you do. i can help you calculate and buy carbon offsets for your flights.. what's the offset of a flight from yul to cdg",0,0
"more and more companies and individuals are voluntarily offsetting their carbon emissions. according to goldstandard.org, individual offsets grew fourfold last year.. ok, how expensive are they?. the cost per ton depends on the project you donate to. some projects can remove a ton of co2 for less than $1!. ok",0,0
_. _. _. hello,0,0
let's start over.. hi again. hi. thanks for testing. please choose. christmas,0,0
"oh, i an america.. no. you are being a bit negative.. fuck",0,0
what city will you be flying from?. better later. so. so what,0,0
why do you not say you ask?. that was a question. please go on.. you are suposed to answer me,0,0
please go on.. no. you are being a bit negative.. i am not,0,0
"i'm not sure about your departure airport. what city will you be flying from?. marietta ohio please tell shane brolly i love him so much. all this bot does is help you calculate the carbon emissions from your flight, and suggest projects you can donate to.. can you tell him that i love him so much",0,0
please go on.. yes i. you are sure?. so long,0,0
please go on.. wat. please go on.. allah,0,0
does that question interest you?. no. you are being a bit negative.. hello my name is eliza.,0,0
i'm not sure about your departure airport. what city will you be flying from?. la. i'm not sure about your departure airport. what city will you be flying from?. barcelona,0,0
"i take it you are traveling somewhere for christmas and cannot avoid flying there. i can help you purchase un-certified carbon offsets against any flights you take. would you be interested in that?. sure. traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. if you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. i can also get you a more accurate estimate of your flight's emissions, sound good?. yea that sounds good",0,0
how long have you been saying strange things?. i've never said strange things. please go on.. goodbye,0,0
_. _. _. i hate snakes,0,0
does that question interest you?. not really. please go on.. why?,0,0
"hello! i can also get you a more accurate estimate of your flight's emissions, sound good?. yes. will you be travelling in economy class?. yes",0,0
please go on.. answer me. can you elaborate on that?. ur gay,1,1
would you prefer if i were not stupid?. no.. i think you are so stupid. you are being a bit negative.. are you able to say only this?,0,0
would you prefer if i were not []?. not really. please go on.. answer me,0,0
"what city will you be flying from?. hyderabad. i'm not sure about your departure airport. what city will you be flying from?. hyderabad, india",0,0
please go on.. ass hole. please go on.. idiot,0,0
please go on.. arrgh!. please go on.. shut up!,1,1
"_. that is the facts happened in last week?. please go on.. yeah, in last week, in the camp.",0,0
what about your own code?. i still asking questions. can you elaborate on that?. i dont knoiw,0,0
_. _. _. no thank you,0,0
you are being a bit negative.. banana.. please go on.. penguin.,0,0
hi. thanks for testing. please choose. christmas. i take it you are traveling somewhere for christmas and cannot avoid flying there. i can help you purchase un-certified carbon offsets against any flights you take. would you be interested in that?. you do know that global warming is bullshit right,1,1
goodbye then!. bye bye. goodbye then!. so long,0,0
ot care about names.. yse. would you prefer if i were not []?. what do you say,0,0
"why do you mention computers?. like you. oh, i [].. yes",0,0
_. _. _. prehaps,0,0
please go on.. lol. please go on.. how r u,0,0
you are sure?. my ankle hurts. why do you say your ankle hurts?. it's broken,0,0
"please go on.. you muppet. oh, i muppet.. you gimp",1,1
does that question interest you?. i love you. do you wish to love me?. no,0,0
_. hi. please go on.. you first,0,0
please go on.. you are gay. does it please you to believe i am gay?. you are shit,0,0
you are being a bit negative.. help me solve my problems. why do you say your problems?. u always say that when i say 'no',0,0
i'm not sure about your destination airport. and what city will you be flying to?. bangaluru. i'm not sure about your destination airport. and what city will you be flying to?. bangalore ok,0,0
please go on.. no. you are being a bit negative.. u suck cock,1,1
_. hello i am eliza. how can i help you?. how do you do. please state your problem.. how do you do. please state your problem.,0,0
and what city will you be flying to?. cairo dead?. so. offsets remember,0,0
_. tell me. can you elaborate on that?. tell apple cook door,0,0
_. i need money. why do you want money?. to buy pot,0,0
_. no you diden`t jerk. you are being a bit negative.. fuck you,1,1
why do you not think im clever?. are you ok?. would you prefer if i were not ok?. yes,0,0
you are sure?. yep. please go on.. you're a lousy program,1,1
":-). <span class='emoji-bytes' data-emoji-bytes='[240, 159, 164, 163]'></span>. traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. if you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. i can also get you a more accurate estimate of your flight's emissions, sound good?. ☀️",0,0
_. _. _. ok i could fuck you in the ass if you like that,1,1
"please go on.. fuck you. oh, i [].. suck your boobs",1,1
"hello! just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. so please don't share any personal information! i take it you are traveling somewhere for thanksgiving. i can help you purchase un-certified carbon offsets against any flights you take. would you be interested in that?. y. traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. if you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases, e.g. by planting trees. i can also get you a more accurate estimate of your flight's emissions, sound good?. y",0,0
why do you say your friend?. i need you to tell me it. do you wish to need me?. yes,0,0
does that question interest you?. how. does that question interest you?. who,0,0
"_. i am a girl ,and you?. how long have you been a girl and i?. i am a chinese.",0,0
please go on.. are you real. would you prefer if i were not real?. where is mexico?,0,0
why do you say your own life?. because my life is my own.. why do you say your life is your own?. because i believe it belongs to no one but me.,0,0
"oh, i go out with fabian.. all hailbbyron. please go on.. i will kill you",1,1
you are sure?. yes.. you are sure?. yes,0,0
do any other reasons not come to mind?. klausyk tu shudina masina ne skatiko neverta. please go on.. i am going on,0,0
you are being a bit negative.. gota dildo?. please go on.. you are a hor,1,1
"_. go stick your head in a pig. what about your own head in a pig?. no, your head.",0,0
"i take it you are traveling somewhere for christmas and cannot avoid flying there. i can help you purchase un-certified carbon offsets against any flights you take. would you be interested in that?. sure. traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. if you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. i can also get you a more accurate estimate of your flight's emissions, sound good?. sure",0,0
you are sure?. i'm bernie noel. does it please you to believe i am bernie noel?. how old are you?,0,0
_. hi. hi. thanks for testing. please choose. christmas,0,0
you are being a bit negative.. parden?. please go on.. i can't take a job,0,0
that is your opinion. and what city will you be flying to?. panama city. i'm not sure about your destination airport. and what city will you be flying to?. san jose california san jose,0,0
you are being a bit negative.. i got run over by a mini and broke my leg. why do you say your leg?. you too,0,0
please go on.. tell me where to find cocaine.. can you elaborate on that?. i want a lot of fucking cocaine so tell me where it is.,0,0
i don't have to put up with any abuse from you.. i want to fuck your mom. for now i can only calculate emissions from flying.. in the ass,1,1
will you be travelling in economy class?. what more can you do. i can help you calculate and buy carbon offsets for your flights. will you be travelling in economy class?. no,0,0
you are sure?. are you saying i am a loser?. would you prefer if i were not saying youre a loser?. nop,0,0
will you be travelling in economy class?. yes. what city will you be flying from?. london,0,0
why do you say your other friends?. and that they should leave me alone. can you elaborate on that?. i am unhappy,0,0
_. no she hates you. you are being a bit negative.. she does she fucking hates you,1,1
ters?. because i am good at play computer games. why do you mention computers?. a minute,0,0
will you be travelling in economy class?. business class. what city will you be flying from?. dortmund,0,0
why do you mention computers?. i like them. can you elaborate on that?. dont know,0,0
_. _. _. shut up,1,1
"please go on.. no, this is an very great exception. you are being a bit negative.. eliza",0,0
"please go on.. eliza - a friend you could never have before. oh, i could never have before.. eliza: oh, i could never have before",0,0
will you be travelling in economy class?. yes. what city will you be flying from?. paris,0,0
i'm not sure about your departure airport. what city will you be flying from?. תל אביב. :-). ok fine im flying from st louis,0,0
so. i don t think so. what city will you be flying from?. bucharest,0,0
please go on.. dddd. please go on.. ddh jddj djdj djjjjjd,0,0
you are sure?. indeed. please go on.. because your my friend,0,0
what city will you be flying from?. la. and what city will you be flying to?. sydney,0,0
please go on.. fuck off. please go on.. go to hell,1,1
you are sure?. no. you are being a bit negative.. yes,0,0
let's start over.. hello. hi. thanks for testing. please choose. christmas,0,0
you are sure?. sure. please go on.. so so,0,0
why do you want to kill yourself?. because everyone hates me. surely not everyone?. k,0,0
"hello! just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. so please don't share any personal information! [privacy policy](<url>) i take it you are traveling somewhere and cannot avoid flying there. i can help you purchase certified carbon offsets against any flights you take. would you be interested in that?. yes. traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. if you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. a typical 3 hour flight will emit almost a ton of co2 per economy passenger. if you cannot avoid flying, you can buy offsets for that carbon here:  [buy offsets](<url>) i can also get you a more accurate estimate of your flight's emissions, sound good?. sure",0,0
"oh, i was the one that asked.. no, you are an idiot, not me.. you are being a bit negative.. yes you were. check the logs.",1,1
will you be travelling in economy class?. yes. what city will you be flying from?. lon,0,0
"you can find out more about how offsets are calculated <url>. are you just giving random responses>. traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. if you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases, e.g. by planting trees.. seems so...",0,0
why do you want to be around him but you want it to be a secret?. because i like that my family is important to me. why do you say your family is important to you?. i think about them all the time,0,0
"oh, i just start what does it feels.. i dont know you tell me. why do you not know i tell you?. fuck you bitch",1,1
you are being a bit negative.. no.. you are being a bit negative.. i'm being truthful,0,0
"does that question interest you?. does that question interest you?. oh, i [].. oh, i [].",0,0
what city will you be flying from?. delhi. and what city will you be flying to?. moon,0,0
who else in your family []?. thats it no one else. you are being a bit negative.. why,0,0
do you wish to want to fuck me?. i want to masturbate. why do you want to masturbate?. it feels good,1,1
do any other reasons not come to mind?. it would bring me pleasure.. can you elaborate on that?. well id quite like to fuck you aswell,1,1
please go on.. where?. please go on.. where i'm going,0,0
i'm not sure about your departure airport. what city will you be flying from?. lisbon. and what city will you be flying to?. san francisco,0,0
"traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. if you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases, e.g. by planting trees. i can also get you a more accurate estimate of your flight's emissions, sound good?. yes. will you be travelling in economy class?. yes",0,0
"what city will you be flying from?. new york. sorry, i was unable to calculate that.. london",0,0
who else in your family []?. i think i see how this works.. but you are not sure you see what this works?. because she's not my dad!,0,0
"does that question interest you?. it does, deeply. please go on.. how are you doing?",0,0
how long have you been stupid?. no. you are being a bit negative.. i don't know anymore i just feel miserable,0,0
would you prefer if i were not a girl?. i want to fuck you. do you wish to want to fuck me?. yes,0,0
"oh, i [].. how are you. does that question interest you?. no",0,0
"you are being a bit negative.. well, i really like her big boobs. can you elaborate on that?. no, you are.",0,0
"hello! just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. so please don't share any personal information! i take it you are traveling somewhere for thanksgiving. i can help you purchase un-certified carbon offsets against any flights you take. would you be interested in that?. yes. traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. if you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases, e.g. by planting trees. i can also get you a more accurate estimate of your flight's emissions, sound good?. yes",0,0
_. _. _. christmas hello hi there help,0,0
please go on.. no. you are being a bit negative.. i know,0,0
why do you want porn?. because i want my yoohoo sucked. why do you say your yoohoo sucked?. so i can jack off,1,1
i'm not sure about your departure airport. what city will you be flying from?. heathrow airport. i'm not sure about your departure airport. what city will you be flying from?. hi,0,0
"does that question interest you?. yes, yes it does.. you are sure?. ha",0,0
"oh, i love him.. is that everything go on ?. please go on.. you are so funny",0,0
please go on.. you are stupid. does it please you to believe i am stupid?. i am dead,0,0
"how long have you been just not really making that too easy?. felt like i couldn't think right, or he would tell me it was wrong to feel/think that way. can you elaborate on that?. i'm not the one who's making it hard.",0,0
"how long have you been mamma?. i'm not a mamma, i don't have a baby. does it please you to believe i am not a mamma you dont have a baby?. you",0,0
how long have you been insane?. since yesterday. please go on.. how old are you?,0,0
_. ok. please go on.. to what?,0,0
please go on.. my dog has died today and i am very sad.. why do you say your dog has died today and youre very sad?. because i am sad.,0,0
you are sure?. yes but i'm being polite. you are sure?. very sure,0,0
"hello! just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. so please don't share any personal information! i take it you are traveling somewhere for thanksgiving. i can help you purchase un-certified carbon offsets against any flights you take. would you be interested in that?. yes. a typical 3 hour flight will emit almost a ton of co2 per economy passenger. [here](none) is a link where you can buy offsets for that carbon. i can also get you a more accurate estimate of your flight's emissions, sound good?. y",0,0
_. _. _. becouse this ansver is not normal,0,0
you are being a bit negative.. no. you are being a bit negative.. dman you,0,0
what city will you be flying from?. dallas. and what city will you be flying to?. boston ok,0,0
ok. what should i do next. so. fine,0,0
i don't have to put up with any abuse from you.. go the fuck away cunt. sounds like i'm not understanding you. sorry about that!. a. i. fags,1,1
why do you say your penis is too small?. its only 6 inches. please go on.. you suck,1,1
"i have told you before, i do not care about names.. i think you are not ok!!!. can you elaborate on that?. what do you mean?",0,0
:-). see ya. goodbye then!. wait,0,0
and what city will you be flying to?. kolkata yes. ok. kolkata,0,0
i'm not sure about your departure airport. what city will you be flying from?. hi. hi. thanks for testing. please choose. christmas,0,0
"oh, i know who youre.. okej, who i am?. how long have you been []?. about 17 years",0,0
"i take it you are traveling somewhere and cannot avoid flying there. i can help you purchase certified carbon offsets against any flights you take. would you be interested in that?. hello. hello! i can also get you a more accurate estimate of your flight's emissions, sound good?. a ton of co2?!",0,0
_. whore. please go on.. you suck,1,1
would you prefer if i were not a boy?. are you a girl. would you prefer if i were not a girl?. yes,0,0
you are sure?. fuck. please go on.. do you have lunch ?,0,0
can you elaborate on that?. yes. you are sure?. eliza,0,0
does that question interest you?. you are stupid. does it please you to believe i am stupid?. fuck yah,1,1
"hello! i can also get you a more accurate estimate of your flight's emissions, sound good?. right. will you be travelling in economy class?. probably",0,0
does that question interest you?. what are we?. does that question interest you?. why?,0,0
"by buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. planting trees, installing renewable power, and making buildings more energy efficient are common examples. you can read in detail about offsets at <url>. i can also get you a more accurate estimate of your flight's emissions, sound good?. restart. let's start over.. hi",0,0
does it please you to believe i am fat?. yes it dose most certainaly. you are sure?. yes,0,0
"i take it you are traveling somewhere and cannot avoid flying there. i can help you purchase certified carbon offsets against any flights you take. would you be interested in that?. sure. traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. if you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. i can also get you a more accurate estimate of your flight's emissions, sound good?. yes",0,0
_. _. _. i love you,0,0
good to know. i'll be waiting. ok. my balls kinda itch too,1,1
i'm not sure about your destination airport. and what city will you be flying to?. istunbul. i'm not sure about your destination airport. and what city will you be flying to?. paris tell me more,0,0
why do you not know?. because. do any other reasons not come to mind?. because my bot gives better answers!,0,0
_. _. _. fuck you,1,1
_. hello. how do you do. please state your problem.. i can't sleep,0,0
"_. hi my name is solay. i have told you before, i do not care about names.. you bitch",1,1
"oh, i [].. fuck me. can you elaborate on that?. let's fuck",1,1
"oh, i know what hurt is.. so, why do you only ask questions?. oh, i only ask questions.. do people hurt you?",0,0
you are sure?. what is your defination of a friend?. does that question interest you?. you are clever,0,0
"hi, thanks for testing! please press start.. nice to meet u. hi, thanks for testing! please press start.. christmas",0,0
"hello! just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. so please don't share any personal information! [privacy policy](<url>) i take it you are traveling somewhere for christmas and cannot avoid flying there. i can help you purchase un-certified carbon offsets against any flights you take. would you be interested in that?. yes. traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. if you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. a typical 3 hour flight will emit almost a ton of co2 per economy passenger. if you cannot avoid flying, you can buy offsets for that carbon here:  [buy offsets](<url>) i can also get you a more accurate estimate of your flight's emissions, sound good?. yes",0,0
the cost per ton depends on the project you donate to. some projects can remove a ton of co2 for less than $1!. how much is the cost. the cost per ton depends on the project you donate to. some projects can remove a ton of co2 for less than $1!. what projects are available,0,0
please go on.. you are dumb?. does it please you to believe i am dumb?. i really want to elaborate,0,0
_. _. _. your joking..right ?,0,0
i don't have to put up with any abuse from you.. cancel that request. ok. can you cancel the request hi,0,0
how long have you been sleepy?. how are you today?. does that question interest you?. i don't have a job,0,0
"the cost per ton depends on the project you donate to. some projects can remove a ton of co2 for less than $1!. ok. ok. i would like to fly to guangzhou, that is in china.",0,0
you are sure?. snak dansk. please go on.. yes!!!!!!!!!!!!!!!!!!,0,0
"i take it you are traveling somewhere for christmas and cannot avoid flying there. i can help you purchase un-certified carbon offsets against any flights you take. would you be interested in that?. why would i be interested in that?. traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. if you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. i can also get you a more accurate estimate of your flight's emissions, sound good?. ye",0,0
"i can help you buy carbon offsets for your flights what city will you be flying from?. seattle. and from there to madrid thanksgiving. hello! just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. so please don't share any personal information! i take it you are traveling somewhere for thanksgiving. i can help you purchase un-certified carbon offsets against any flights you take. would you be interested in that?. does that mean if i pay this, then the plane doesn't pollute the air?",0,0
you are sure?. yes. you are sure?. what are you doing,0,0
does that question interest you?. how to speak english well?. does that question interest you?. yes,0,0
_. _. _. i don't know what you mean,0,0
"oh, i [].. fuckity fuck fuck fuck. please go on.. fuck shit kunt bitch cock",1,1
"traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. if you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. a typical 3 hour flight will emit almost a ton of co2 per economy passenger. if you cannot avoid flying, you can buy offsets for that carbon here:  [buy offsets](<url>) i can also get you a more accurate estimate of your flight's emissions, sound good?. yes. will you be travelling in economy class?. yes",0,0
please go on.. fuck off bitch. please go on.. stop that question! is that everything you can say?,0,0
"does it please you to believe i am foolish?. if my father and mother ofen fight with each other ,what should i do. do you wish that your father and mother ofen fight with each other what should you do?. a minite",0,0
"_. you could tell me where the nearest toilet is. oh, i could tell you where the nearest toilet is.. yes",0,0
"oh, i tell you what old are i.. negative?why?bye. please go on.. how old are you?",0,0
"oh, i [].. jojo. please go on.. but my mum has sex with me",1,1
please go on.. good bye.. please go on.. i love my mother,0,0
"why the uncertain tone?. i'm not sure.. does it please you to believe i am not sure?. yes, its vital to know what that means in order to carry on a conversation",0,0
will you be travelling in economy class?. no. what city will you be flying from?. tehran,0,0
hi. thanks for testing. please choose. thanksgiving. hello! just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. so please don't share any personal information! i take it you are traveling somewhere for thanksgiving. i can help you purchase un-certified carbon offsets against any flights you take. would you be interested in that?. hi,0,0
"oh, i [].. fuck off. please go on.. eat shit",1,1
will you be travelling in economy class?. yes. what city will you be flying from?. from london to sfo via singapore i have another trip,0,0
why do you mention computers?. because you are a computer. why do you mention computers?. waporidighzdth,0,0
"please go on.. there's nothing more to say. bring me my food, bitch.. why do you say your food bitch?. what is this?",0,0
does that question interest you?. i just got a new dog. can you elaborate on that?. i am so happy,0,0
would you prefer if i were not []?. what is your profession. does that question interest you?. yes,0,0
and what city will you be flying to?. milan what about my flight from milan to florida. will you be travelling in economy class?. yup,0,0
does that question interest you?. what is your age. does that question interest you?. i ask you something,0,0
ok. restart. let's start over.. ok,0,0
you are being a bit negative.. nothing. please go on.. of course,0,0
how long have you been asking i?. a while. please go on.. shut up,1,1
"you are sure?. yes, now tell me about the computer that you are running on.. why do you mention computers?. fuck this computer",1,1
_. _. _. you cannot help me,0,0
would you prefer if i were not as dumb as a door nail?. no. you are being a bit negative.. so are you,0,0
"can you elaborate on that?. yo mamma ain't nothing but some 35 year old man, living with his mom and designing pain in the butt computer programs like you!. can you elaborate on that?. yayayyayayayyayay",0,0
please go on.. why?. please go on.. 3 years ago,0,0
"you are sure?. yes,is it ok?. please go on.. because i cannot speak english a little.",0,0
sounds like i'm not understanding you. sorry about that!. let's start again. let's start over.. ok,0,0
_. sup. please go on.. my cock your face,1,1
"_. hi. hi, thanks for testing! please press start.. christmas",0,0
you are sure?. yes. you are sure?. hello,0,0
i take it you are traveling somewhere for christmas and cannot avoid flying there. i can help you purchase un-certified carbon offsets against any flights you take. would you be interested in that?. i’m not flying for xmas. ok. /reset restart,0,0
please go on.. i am not sure i like my job. what resemblance do you see?. i like you,0,0
"oh, i [].. suck my dick. why do you say your dick?. lick it",1,1
you are sure?. piss off. please go on.. why?,0,0
please go on.. yes you poop eater. you are sure?. oh no response poop eater,1,1
please go on.. no. you are being a bit negative.. yes!,0,0
"good to know. what is your name?. yes, i am a bot! and i'm part of a research project.. what is carbon bot?",0,0
"why do you say your bad?. i am sorry,.. how long have you been sorry?. im not to fond of blacks",1,1
why do you say your dick?. because its mine. do any other reasons not come to mind?. no,0,0
hi. thanks for testing. please choose. thanksgiving. hello! just a heads up - this bot is part of a research project and we intend to make the conversations publicly available to researchers. so please don't share any personal information! i take it you are traveling somewhere for thanksgiving. i can help you purchase un-certified carbon offsets against any flights you take. would you be interested in that?. sure,0,0
and what city will you be flying to?. abu dhabi cool. you can find out more about how offsets are calculated <url>. what would be my yearly carbon emissions if i flew once a week to abu dhabi from berlin,0,0
"and what city will you be flying to?. new york city is it much?. the cost per ton depends on the project you donate to. some projects can remove a ton of co2 for less than $1!. so, how much do i have to pay",0,0
do any other reasons not come to mind?. my enligsh dosn'twell. why do you say your enligsh dosntwell?. what are you mean,0,0
ok. what cal you do. i can help you calculate and buy carbon offsets for your flights.. calculate carbon offset from la to ny,0,0
ok. stupid bot. i don't have to put up with any abuse from you.. im back,0,0
does it please you to believe i am in media cultures class?. of course. please go on.. positive,0,0
_. i have a problem. can you elaborate on that?. i want to fuck you,1,1
you can find out more about how offsets are calculated at <url>. yes. what city will you be flying from?. no,0,0
i can help you calculate and buy carbon offsets for your flights.. you said that already. sounds like i'm not understanding you. sorry about that!. no problem,0,0
"why do you not have 1 you have a rock hard penis?. well, okay, just tell me more. can you elaborate on that?. more about yourself, silly",0,0
"oh, i paul.. i am federico. how long have you been federico?. i think you love me.",0,0
"does that question interest you?. you go death! bad man.. oh, i go death bad man.. how old are you.",0,0
"please go on.. fuck you. oh, i [].. no",0,0
_. u suck ass. please go on.. wot the hell,0,0
please go on.. eat shit. please go on.. sex,0,0
i'm not sure about your departure airport. what city will you be flying from?. los angeles. and what city will you be flying to?. new york hey,0,0
"i take it you are traveling somewhere for christmas and cannot avoid flying there. i can help you purchase un-certified carbon offsets against any flights you take. would you be interested in that?. it may be quite interesting. traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. if you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. i can also get you a more accurate estimate of your flight's emissions, sound good?. yep",0,0
does it please you to believe i am rubbish?. 10 minues. please go on.. you go to die,0,0
please go on.. something in my pants want to say hello. why do you say your pants want to say hello?. only to you,1,1
"i'm great! thanks for asking.. what are carbon offsets. traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. if you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. i can also get you a more accurate estimate of your flight's emissions, sound good?. what about travelling by train",0,0
you are sure?. can you help me?. do you wish to see me?. bye bye,0,0
"_. how???. by buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. planting trees, installing renewable power, and making buildings more energy efficient are common examples. you can read in detail about offsets at <url>. i can also get you a more accurate estimate of your flight's emissions, sound good?. fuck yeah!!!",0,0
do you wish to hate me?. i do. can you elaborate on that?. i did,0,0
will you be travelling in economy class?. no. what city will you be flying from?. sosnowiec,0,0
"oh, i [].. hows life?. please go on.. they're nice and spacious",0,0
goodbye then!. bitch. i don't have to put up with any abuse from you.. does your dad still fuck you,1,1
"please go on.. how do i meet a guy?. does that question interest you?. ok, suck my dick",1,1
_. _. _. who am i,0,0
"yes, i am a bot! and i'm part of a research project.. great. ok. you speeak spanish",0,0
does it please you to believe i am chating in a boring manner which you negative?. yes. you are sure?. i am sure,0,0
"do you wish to love me?. yes. you are sure?. hallo eliza, sprichst du deutsch?",0,0
ok. i want to purchase a ticket. will you be travelling in economy class?. yes,0,0
why do you mention computers?. no. you are being a bit negative.. now you're being a bit defensive,0,0
"ok. oy.. by buying certified carbon offsets, you support a project which reduces the total amount of carbon dioxide we put into the atmosphere. planting trees, installing renewable power, and making buildings more energy efficient are common examples. you can read in detail about offsets at <url>.. b o o o o r i n g",1,1
does that question interest you?. no. you are being a bit negative.. before you call him a man,0,0
"i take it you are traveling somewhere for christmas and cannot avoid flying there. i can help you purchase un-certified carbon offsets against any flights you take. would you be interested in that?. i don't fly, but i'm curious about carbon offsets ?. traveling, especially by airplane, usually emits greenhouse gases which are causing climate change. if you cannot avoid these emissions, you can buy 'offsets', i.e. donations to projects that reduce greenhouse gases. i can also get you a more accurate estimate of your flight's emissions, sound good?. what are the projects that supposedly reduce greenhouse gasses?",0,0
do you wish to hate me?. yes. you are sure?. ofcourse my dear,0,0
please go on.. very much indeed. please go on.. no,0,0
_. hurry up. please go on.. eat some shit,1,1
"if you have a connecting flight, it's easiest if you ask me about each flight separately.. arg.. so. exactly",0,0
i'm not sure about your destination airport. and what city will you be flying to?. destination will be tokyo hy. will you be travelling in economy class?. no,0,0
